slug,matching_criteria,new_criteria
get-ready-for-2021-732b71e524,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-32513c4871,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""haulage-goods-across-eu-borders"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-bring-pet"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""import-from-eu"",""haulage-goods-across-eu-borders"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-bring-pet"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-2c75b02991,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""finance"",""digital"",""provide-services-do-business-in-eu"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""ip-exhaustion-rights"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""finance"",""digital"",""provide-services-do-business-in-eu"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""ip-exhaustion-rights"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-6a71fd55a2,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""animal-ex-food"",""construction"",""road-passenger-freight"",""eu-domain"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-ie"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""animal-ex-food"",""construction"",""road-passenger-freight"",""eu-domain"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-ie"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-699059c6b3,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""research"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""research"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-fae1b7fe9a,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""finance"",""provide-services-do-business-in-eu"",""trade-developing"",""eu-domain-no"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""finance"",""provide-services-do-business-in-eu"",""trade-developing"",""eu-domain-no"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-45d49d7e20,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""retired"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""retired"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-2aa8fa6f9c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-5db7ca8fd7,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""research"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""research"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-5a9bc0dc9f,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""digital"",""export-to-eu"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-patents"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""working-eu"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""digital"",""export-to-eu"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-patents"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""working-eu"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-a5382fd21b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""import-from-eu"",""export-to-eu"",""move-goods-ni"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""import-from-eu"",""export-to-eu"",""move-goods-ni"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-f4aea35746,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""digital"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""retired"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""digital"",""provide-services-do-business-in-eu"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""retired"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
